property_id,price,month,year,surface_total,surface_covered,rooms,bedrooms,bathrooms,property_type,lat,lon,remodelado,vista_panoramica,deposito,conjunto_cerrado,balcon_terraza,tfidf_premium,parqueaderos_txt,piso_txt,gimnasio,amenidades,num_amenidades,dist_cbd_km,dist_transmilenio_m,dist_via_arterial_m,dist_hospital_m,dist_centro_com_m,dist_parque_m,n_restaurantes_500m,n_bancos_500m,walkability_score,densidad_vial
9460c9fbe2955fdef0e0f4d6,680000000.0,10,2020,119.0,108.0,2.0,2,3.0,Apartamento,4.6932006916,-74.045855999,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,11.09570163676712,845.2692570321836,420.6801389514758,50.372614188024535,793.2879338975546,185.5233478421523,18,3,83.33333333333334,120.95775674984046
c26287001c5df25d08030218,555000000.0,10,2020,119.0,108.0,3.0,3,2.0,Apartamento,4.6925552,-74.0417572,0.0,0.0,1.0,1.0,0.0,1.9605214196919605,2.0,3.0,0.0,1.0,2.0,11.172602561817666,424.3977390621065,330.50263920740343,268.47797456407005,579.520197038659,121.46828730783348,12,2,100.0,152.78874536821954
e38088a70c575132d7cfd2b7,930000000.0,10,2020,119.0,108.0,3.0,3,2.0,Apartamento,4.687592,-74.050718,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10.3436530165445,790.9586833058728,201.63354594342928,96.90072726622272,866.1200232375954,58.341449755961854,14,3,100.0,136.2366312866624
feb994495375dae146299fa4,671807000.0,10,2020,119.0,108.0,3.0,2,2.0,Apartamento,4.6858972,-74.0367047,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,10.69294843443264,160.57899233656158,129.3438352497496,1042.5730345392649,539.7922077310783,26.591720259674897,6,4,100.0,136.2366312866624
de7c2f0648a789db971c0b17,363643000.0,10,2020,119.0,108.0,3.0,1,2.0,Apartamento,4.6858972,-74.0367047,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.69294843443264,160.57899233656158,129.3438352497496,1042.5730345392649,539.7922077310783,26.591720259674897,6,4,100.0,136.2366312866624
5ca0cd46a1e5c28fd25fdd65,550000000.0,10,2020,74.0,74.0,1.0,1,2.0,Apartamento,4.727,-74.036,0.0,1.0,0.0,0.0,0.0,1.7229460065367386,1.0,0.0,0.0,1.0,1.0,15.013283742570572,1592.7654149023126,411.0814371166639,1068.7521389161632,567.7845797180161,203.4344214925751,8,3,83.33333333333334,118.41127766037012
846c1731216bd1e3b63b7a7c,370000000.0,10,2020,87.0,87.0,3.0,3,2.0,Apartamento,4.737,-74.04,0.0,1.0,1.0,1.0,1.0,1.7251200188730045,1.0,1.0,1.0,1.0,2.0,15.964400726568911,1049.2694873223556,847.5777928289006,316.35282539262033,478.58186676037815,34.37793751718108,11,0,83.33333333333334,137.50987083139756
41c891287b7284e3a5962f6e,570000000.0,10,2020,115.0,108.0,3.0,3,2.0,Apartamento,4.65,-74.117,0.0,0.0,1.0,1.0,0.0,1.68400303967724,1.0,0.0,1.0,1.0,2.0,7.367243203564183,459.7678057903864,733.5446884316823,1194.5893660309223,871.3683281284397,286.5520373118251,1,1,100.0,86.58028904199107
fdcf28334ca76670c597fb34,900000000.0,10,2020,119.0,108.0,3.0,3,3.0,Apartamento,4.7019023,-74.0351848,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,12.40290182286948,1397.007632721292,199.92213396100357,387.6219148914536,677.4558198644357,81.97123451060669,6,1,83.33333333333334,154.0619849129547
a748fdc26f41c066561c0ecd,400000000.0,10,2020,94.0,94.0,3.0,3,3.0,Apartamento,4.725,-74.041,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,14.644691112343212,1077.6235548409586,949.9463893818496,472.4556414468123,416.0227460931923,1.0885956698784995,21,1,83.33333333333334,94.21972631040204
6b8d7d9d8e0636765954415d,1250000000.0,10,2020,160.0,160.0,3.0,3,3.0,Apartamento,4.701,-74.029,0.0,0.0,1.0,1.0,0.0,2.365973432430555,2.0,0.0,1.0,1.0,4.0,12.576822768298802,1656.0903824366058,92.45367416034854,89.4858395199705,987.5030585258428,129.8159544110097,16,3,83.33333333333334,157.8817035471602
8290a144a2267e0bf964c17d,360000000.0,10,2020,92.0,92.0,3.0,3,3.0,Apartamento,4.729,-74.066,0.0,1.0,1.0,1.0,0.0,2.5518426390514213,2.0,0.0,1.0,1.0,4.0,14.612300472385968,981.6786285818596,278.3458414930198,214.6399257892438,167.28627893483142,64.03772154093605,13,4,83.33333333333334,123.50423583931078
563253dfd164c1a526b9c9aa,960000000.0,10,2020,119.0,108.0,3.0,3,4.0,Apartamento,4.7019127335,-74.0461301028,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.016168203978491,949.4040895823068,300.070783966928,277.08132291672416,384.60388736804913,194.7905864085096,35,11,83.33333333333334,151.51550582348438
28db029094ff6f9835480aad,1250000000.0,10,2020,178.0,178.0,3.0,3,4.0,Apartamento,4.708,-74.041,0.0,1.0,1.0,0.0,1.0,2.3603420984326817,1.0,1.0,0.0,1.0,4.0,12.828919258086556,1405.5306102268294,431.3164953352222,398.7739890726472,646.2144818805928,118.364987445138,1,0,83.33333333333334,148.96902673401405
728035c102cfb413c2303152,1280000000.0,10,2020,170.0,170.0,3.0,3,4.0,Apartamento,4.699,-74.047,0.0,0.0,1.0,0.0,1.0,1.405588078005589,3.0,0.0,0.0,0.0,0.0,11.677886531668063,929.8115132235667,135.28511044554784,377.0417940633332,484.192246991082,148.87770001527392,29,7,83.33333333333334,124.77747538404594
f5d92f861bf992ce3ef086f1,550000000.0,10,2020,119.0,120.0,3.0,3,4.0,Apartamento,4.705,-74.031,0.0,1.0,1.0,1.0,0.0,2.1741465744807367,1.0,0.0,0.0,1.0,1.0,12.89653584114708,1896.227496978388,209.39853943806293,253.5967279516308,1184.0652900246844,78.63961129149304,3,2,83.33333333333334,142.60282901033824
e3d8d7802e2ef441f35e3bdc,379000000.0,11,2020,119.0,108.0,2.0,2,3.0,Apartamento,4.7014769187,-74.033550024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.426082781655785,1418.9042541732192,83.4610902958119,200.29729556812035,861.6071765812663,100.9875395084904,10,2,83.33333333333334,180.8000153523931
4731febed4a8eb228b792dc9,300000000.0,11,2020,119.0,108.0,3.0,2,1.0,Apartamento,4.700179,-74.031831,1.0,1.0,1.0,0.0,0.0,1.404878075851426,1.0,1.0,0.0,1.0,1.0,12.366389168926151,1388.8938955708063,119.6951441255432,104.4852963469556,821.3271564091694,2.531531899585599,33,4,83.33333333333334,196.07888988921505
9f8235166c895b795743097a,1200000000.0,11,2020,119.0,140.0,2.0,2,2.0,Casa,4.691,-74.033,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.379828708345904,570.2824573280357,100.81423976957367,431.0810187608411,212.0435369235747,90.00223216955112,29,6,100.0,175.70705717345243
292267c0ab43fcc5a993f76a,1200000000.0,11,2020,119.0,140.0,2.0,2,2.0,Casa,4.691,-74.033,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.379828708345904,570.2824573280357,100.81423976957367,431.0810187608411,212.0435369235747,90.00223216955112,29,6,100.0,175.70705717345243
2a28834194763e014eaa35eb,450000000.0,11,2020,119.0,76.0,1.0,1,2.0,Apartamento,4.704,-74.043,0.0,1.0,0.0,1.0,0.0,1.5443818147403623,1.0,7.0,1.0,1.0,2.0,12.33774150485892,1250.9199927355369,24.72882009474763,206.6490496337494,253.32506344057512,106.94190502435372,16,8,83.33333333333334,238.09579486547543
01815f1ae3d3bd7cfc9b1047,800000000.0,11,2020,119.0,150.0,3.0,3,2.0,Apartamento,4.692,-74.035,1.0,0.0,1.0,0.0,1.0,1.3958691384493211,2.0,0.0,0.0,0.0,0.0,11.39109321698621,497.5988217464569,81.45737647521211,339.6492381095308,249.34203150666255,111.49426895444594,24,3,100.0,196.07888988921505
74d04cfbca166ab77add0f2d,390000000.0,11,2020,119.0,108.0,3.0,2,2.0,Apartamento,4.7188688,-74.0375044,0.0,1.0,1.0,1.0,1.0,2.3874252958327595,1.0,7.0,1.0,1.0,6.0,14.099466903456964,1505.9539436373566,467.8139965626704,927.9777949652064,142.31418790716606,332.66725163367454,26,2,83.33333333333334,145.14930809980856
4e14b0a748475a1a5fa4bc47,480000000.0,11,2020,119.0,78.0,1.0,1,2.0,Apartamento,4.711,-74.026,0.0,1.0,1.0,1.0,0.0,1.394586485896035,2.0,2.0,0.0,0.0,0.0,13.729033285507636,2751.695747260298,318.4238342421632,418.2282571836941,629.8221009997793,284.2877022960635,1,0,83.33333333333334,62.38873769202297
b50e5e67c85a1ae1cdf0bf3b,387000000.0,11,2020,119.0,87.0,2.0,2,3.0,Apartamento,4.728,-74.028,0.0,0.0,0.0,1.0,0.0,1.688257207539607,0.0,0.0,0.0,1.0,1.0,15.402373628298944,2444.680539545513,370.2559213365237,402.4374062177022,425.0449677097447,120.85274883844164,4,1,83.33333333333334,145.14930809980856
301c8dbf14fb681bb94ea012,490000000.0,11,2020,109.0,109.0,3.0,3,3.0,Apartamento,4.731,-74.031,0.0,0.0,0.0,1.0,1.0,2.2084006377352297,0.0,0.0,1.0,1.0,5.0,15.607151121761838,2060.6623614843147,104.28249573318078,419.6479987209215,861.831273816858,52.23466244881123,6,0,83.33333333333334,147.6957871892789
65c14986e6a28b9345e84003,340000000.0,11,2020,119.0,98.0,3.0,3,3.0,Apartamento,4.72,-74.028,0.0,0.0,0.0,1.0,0.0,1.412257437737943,1.0,0.0,0.0,0.0,0.0,14.569501766881404,2526.4942444679896,92.63700588599856,888.0659914048814,396.0664373703847,89.6459459407662,4,0,83.33333333333334,115.8647985708998
b7688a977e260d4d168c4389,800000000.0,11,2020,119.0,110.0,3.0,3,3.0,Apartamento,4.698,-74.051,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,11.456233136744403,479.8631144000517,92.98759131597204,84.69422368348658,544.9582332259639,91.19798856155934,30,7,100.0,134.96339174192724
32af12d5a1278132e10287ba,410000000.0,11,2020,119.0,70.0,2.0,2,3.0,Apartamento,4.718,-74.034,0.0,0.0,0.0,0.0,1.0,1.957189642906883,0.0,2.0,1.0,1.0,5.0,14.130085266143114,1906.6260218409243,181.27594551264912,714.9863987713345,328.7077638302304,112.33139834447545,7,1,83.33333333333334,151.51550582348438
85088376c428e4a258910010,620000000.0,11,2020,119.0,108.0,3.0,3,4.0,Apartamento,4.718,-74.034,0.0,1.0,1.0,0.0,1.0,1.7194284942048264,2.0,5.0,1.0,1.0,2.0,14.130085266143114,1906.6260218409243,181.27594551264912,714.9863987713345,328.7077638302304,112.33139834447545,7,1,83.33333333333334,151.51550582348438
309ec655873eeddd339ce4e7,1420000000.0,11,2020,119.0,256.0,4.0,4,5.0,Casa,4.689,-74.042,0.0,0.0,1.0,0.0,1.0,1.3723446601225748,2.0,0.0,0.0,1.0,2.0,10.79157790415677,351.1189378445845,48.94055471075691,387.1590145489697,602.3764457806571,94.23304291717514,11,1,100.0,168.06761990504148
cf5519cfe7695935445e16f2,320000000.0,11,2020,119.0,108.0,2.0,2,3.0,Apartamento,4.6756577,-74.1013618,0.0,1.0,1.0,0.0,1.0,1.399081087766887,2.0,1.0,0.0,1.0,2.0,9.087632028837394,1513.3312406689097,167.87441373283588,622.7446329675979,1869.4111906916996,119.39311236405294,20,0,83.33333333333334,119.6845172051053
8278f39270f3b1233032f0b2,750000000.0,11,2020,119.0,262.0,6.0,6,3.0,Casa,4.68,-74.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87525922834101,962.5919767263196,542.6373599666172,142.74327041302612,796.1358122145648,55.22047883593984,2,0,83.33333333333334,134.96339174192724
3813cd4e8611eeb0653a852d,450000000.0,11,2020,119.0,118.0,3.0,3,3.0,Apartamento,4.724,-74.062,0.0,1.0,1.0,0.0,1.0,1.3501538132962074,2.0,2.0,0.0,0.0,0.0,14.098579513017858,1212.561020001348,171.69036938546495,820.0485836787743,99.2635012773672,84.09652942794786,10,5,83.33333333333334,151.51550582348438
b6657bd1da5ba39a653b0445,550000000.0,11,2020,140.0,140.0,3.0,3,3.0,Apartamento,4.695,-74.066,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,10.841572938407538,222.92741220307215,219.49405865984,276.18880766197395,166.7266924848138,68.05192554610441,20,5,100.0,157.8817035471602
f73279cf26a9b0d4b8f8a1aa,450000000.0,11,2020,119.0,118.0,3.0,3,3.0,Apartamento,4.724,-74.062,0.0,1.0,1.0,0.0,1.0,1.3501538132962074,2.0,2.0,0.0,0.0,0.0,14.098579513017858,1212.561020001348,171.69036938546495,820.0485836787743,99.2635012773672,84.09652942794786,10,5,83.33333333333334,151.51550582348438
6c1dc6a9c6a6868a26f354c3,950000000.0,11,2020,322.0,279.0,4.0,4,4.0,Casa,4.702,-74.06,0.0,0.0,0.0,1.0,1.0,1.6051286337691617,1.0,0.0,1.0,1.0,1.0,11.698248696998949,680.7130977553448,188.7940335831132,651.8955568469747,1149.309709193711,359.84685475120153,1,2,100.0,131.14367310772175
982fa7535cb9280a1bbffcbe,920000000.0,11,2020,119.0,202.0,3.0,3,5.0,Casa,4.727,-74.066,0.0,0.0,0.0,1.0,1.0,1.935424309985481,0.0,2.0,1.0,1.0,1.0,14.390287276640825,968.1055268151372,293.5517498765196,315.852770026566,118.05075080286454,105.37448540115226,15,4,83.33333333333334,156.60846400242502
82b1bf13d4211f9462fe9e01,1100000000.0,11,2020,119.0,320.0,4.0,4,5.0,Casa,4.699,-74.059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.385807792573416,421.5430982622897,132.44420495174074,664.5412986743024,1049.1623787879505,137.76155886927808,3,9,100.0,145.14930809980856
52aeb65cc515f03b66e2fc6e,675000000.0,06,2021,119.0,108.0,3.0,9,4.0,Casa,4.605,-74.11,0.0,1.0,0.0,0.0,0.0,1.338686748061575,0.0,0.0,0.0,0.0,0.0,3.871572864216072,856.1915174011984,756.487187363404,130.96482603189503,734.3899780924559,42.93846092759182,15,2,83.33333333333334,118.41127766037012
b11c2f1359cf927de40aefad,1500000000.0,06,2021,119.0,108.0,3.0,7,5.0,Casa,4.681,-74.06,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.393461894856276,407.1088557521881,188.4831626936126,122.4642549327794,912.0283984609082,130.50142060569533,11,4,100.0,197.3521294339502
f446ef51c25f9dd1f53f4aba,1000000000.0,06,2021,119.0,108.0,3.0,8,5.0,Casa,4.6041298,-74.1098796,0.0,0.0,0.0,0.0,1.0,1.412257437737943,0.0,0.0,0.0,0.0,0.0,3.8403699717978648,761.5019549646858,661.3574350601457,42.94740621615791,636.7699670275587,120.632983687522,13,2,100.0,106.95212175775367
d9505f6ea37d7c0078a041f0,415000000.0,06,2021,119.0,108.0,1.0,1,3.0,Apartamento,4.6999157774,-74.0415644646,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,11.953726642447442,1147.433718272073,408.7641207018801,431.6334888475737,128.71596038205695,76.27594692302729,19,8,83.33333333333334,215.1774830602425
d6a865261fe1e15f62be5e9e,470000000.0,06,2021,119.0,108.0,1.0,1,3.0,Apartamento,4.700259,-74.052434,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,11.664106755396862,404.79756634959546,125.4284547708278,313.2663786473236,410.9067286441697,104.14243283074242,17,5,100.0,146.42254764454373
be295a89f5e8fd6d9d8c072b,320000000.0,06,2021,119.0,108.0,3.0,1,1.0,Apartamento,4.688,-74.064,0.0,1.0,1.0,1.0,0.0,1.8611317282150288,1.0,4.0,0.0,1.0,2.0,10.092946081013151,338.886179747242,72.43148443723283,200.179964403873,25.930222224346338,59.55742114456719,35,4,100.0,240.64227395494572
3c22744d099eb4548d4225a5,385000000.0,06,2021,119.0,108.0,3.0,1,2.0,Apartamento,4.7013365716,-74.0469450194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.929914423781364,888.0041920594938,373.7648474589326,380.9606358708659,322.4727923692114,169.2178145913739,33,10,83.33333333333334,132.41691265245692
5f085ce7d02efecb346efdf0,350000000.0,06,2021,119.0,108.0,3.0,1,2.0,Apartamento,4.6905083,-74.0619294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.401377082939682,416.2041348574693,226.3414437654363,72.17810724864012,376.6003051098189,235.5156524189844,13,5,100.0,216.45072260497767
45da4ac97ae2a342562fba76,380000000.0,06,2021,119.0,108.0,3.0,1,2.0,Apartamento,4.701,-74.03,1.0,1.0,1.0,1.0,1.0,1.980858423368884,1.0,4.0,1.0,1.0,3.0,12.531420516967572,1584.0691494467922,148.21144364649402,119.24408604833744,949.8594995366012,61.989978170149335,18,3,83.33333333333334,175.70705717345243
e4b1af60b83bea12ca2af801,360000000.0,06,2021,119.0,108.0,3.0,1,2.0,Apartamento,4.723,-74.033,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,14.692473484826628,1962.276957341459,124.95957801409068,1053.4958622303884,522.6453182272135,28.49237722367529,8,3,83.33333333333334,140.0563499208679
cbe4f0d8c2c53c46fd11ca84,650000000.0,06,2021,119.0,108.0,2.0,2,3.0,Apartamento,4.702466588,-74.0355679881,0.0,0.0,0.0,1.0,0.0,1.3689550243375193,1.0,1.0,1.0,1.0,2.0,12.446134432727773,1445.3212232792828,156.72352568969652,446.2135057487189,635.2230726400568,65.14185737124092,5,1,83.33333333333334,166.79438036030632
473bef947a47fd462f416008,600000000.0,06,2021,119.0,108.0,2.0,2,3.0,Apartamento,4.6914761361,-74.0527934933,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.70347647503721,401.5301934373163,375.6799147311293,195.9348550271419,1297.9553311315387,120.92053265178345,13,3,100.0,77.66761222884493
c0d9f460df4d4df4574c0a5a,530000000.0,06,2021,119.0,108.0,2.0,2,3.0,Apartamento,4.7169598289,-74.0344190598,0.0,1.0,1.0,1.0,1.0,2.1515008332297,2.0,7.0,1.0,1.0,2.0,14.005448368447698,1893.7842990230104,200.20891720942055,623.8007026814705,371.4798463432249,29.30697461002508,11,3,83.33333333333334,150.2422662787492
765195b6814f186fb12ce860,480000000.0,06,2021,119.0,108.0,2.0,2,3.0,Apartamento,4.7037234,-74.0564322,0.0,0.0,1.0,0.0,0.0,1.6564152831187946,2.0,5.0,0.0,1.0,2.0,11.952756081521802,259.00640950864846,186.7957891162985,288.0924288952764,759.1225853190931,143.2400853489354,9,2,100.0,143.8760685550734
88a5694ec722b9a3e05563cd,680000000.0,06,2021,119.0,108.0,2.0,2,3.0,Apartamento,4.7074439,-74.0306639,0.0,1.0,1.0,1.0,1.0,2.189732909696009,2.0,4.0,1.0,1.0,3.0,13.162132770845314,2156.279926747855,217.7493082072687,401.0968201140727,920.5594475932152,106.67030958407726,2,1,83.33333333333334,114.59155902616465
9d7cd2c9346cc44b64b488ff,570000000.0,06,2021,119.0,108.0,3.0,2,2.0,Apartamento,4.623,-74.074,0.0,1.0,1.0,0.0,1.0,2.0804962021676867,2.0,0.0,1.0,1.0,3.0,2.77905359353676,380.0978761523601,356.080199128167,171.45277249048814,879.4753683084268,178.62491374927862,116,6,100.0,201.17184806815573
3efe31f3a5556ad506c87fc2,510000000.0,06,2021,119.0,108.0,3.0,2,2.0,Apartamento,4.716,-74.034,0.0,0.0,1.0,0.0,1.0,1.957189642906883,1.0,12.0,1.0,1.0,6.0,13.919971505108562,1972.726770593359,176.19921196518487,507.3191004087996,357.39221830040145,145.21265536654184,10,3,83.33333333333334,150.2422662787492
73a60ff718b2c32c81906734,310000000.0,06,2021,119.0,108.0,3.0,2,2.0,Apartamento,4.709,-74.03,0.0,0.0,1.0,1.0,0.0,1.394871465851863,1.0,0.0,0.0,1.0,2.0,13.350356569546587,2344.3781048234323,183.5538083085178,286.2497202386454,738.9237009695953,109.14286424967828,1,0,83.33333333333334,128.59719401825143
9006dacc97a42c9e60912c5b,410000000.0,06,2021,119.0,108.0,3.0,2,2.0,Apartamento,4.695,-74.04,0.0,1.0,0.0,1.0,0.0,2.553230490632425,1.0,0.0,1.0,1.0,6.0,11.49501061703882,575.0338321750589,60.81980822134232,520.6011357182937,588.0755682606684,151.9906851005829,5,1,100.0,143.8760685550734
d5f13ff897a076041a60a1b2,340000000.0,06,2021,119.0,108.0,3.0,2,2.0,Apartamento,4.719,-74.042,0.0,0.0,0.0,0.0,0.0,1.370461287991326,1.0,0.0,0.0,1.0,1.0,13.97132157210216,1024.3672879839858,313.0132388504799,492.682931818447,302.8202450531484,101.18015780081,31,1,83.33333333333334,108.22536130248884
54631c707aef6e9387bc1d79,390000000.0,06,2021,119.0,108.0,3.0,2,2.0,Apartamento,4.712,-74.047,0.0,0.0,0.0,1.0,1.0,1.3638731986738262,1.0,4.0,0.0,1.0,1.0,13.075811725635766,617.20082868652,579.3391540686306,534.4586216528844,1022.1688287420228,111.69058202495177,0,1,100.0,128.59719401825143
4c760815356d1c5ae2643699,570000000.0,06,2021,119.0,108.0,3.0,2,2.0,Apartamento,4.702,-74.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88895925503658,461.4292510661631,341.15794940555367,305.811445589988,167.85385748360275,75.6702518861431,19,6,100.0,148.96902673401405
10fe013bd5db9a39a4b1fbce,450000000.0,06,2021,119.0,108.0,3.0,2,2.0,Apartamento,4.709,-74.049,0.0,0.0,1.0,1.0,0.0,1.9095351786786727,2.0,2.0,0.0,0.0,0.0,12.698450364796525,641.6155713501554,353.4267107679378,331.532747445973,702.021095049789,157.22302077785693,5,1,100.0,175.70705717345243
